Signature.Subs.01	Signature.Subs.02	Signature.Subs.05	Signature.Subs.08	Signature.Subs.09	Signature.Subs.13	Signature.Subs.18	MM1	mutations
PD26407_2_chr11_chr11-197557-134945797-gain	0.0721465343380409	0	0.125224868575939	0	0.802628597086021	0	0	0	27
MMRC02GIBM_2_chr11_chr11-47840622-134944160-gain	0.0545998012807203	0	0.94540019871928	0	0	0	0	0	35
MMRC02GIBM_1_chr11_chr11-47840622-134944160-gain	0.0136189853536877	0.082750783465666	0.436945108250964	0	0.466685122929682	0	0	0	86
PD26410_1_chr11_chr11-197337-93870821-gain_2	0.0486690439340393	0.0847946460574183	0.712123123211901	0	0	0	0.154413186796642	0	174
PD26410_3_chr11_chr11-197337-93870821-gain_2	0.1133021433112	0	0.201243623385522	0	0.685454233303277	0	0	0	42
PD26410_2_chr11_chr11-197337-93870821-gain_2	0.0955479917107546	0.114036334261438	0.790415674027808	0	0	0	0	0	33
PD26408_2_chr11_chr11-196944-80595045-gain	0.0594353078984311	0	0.516701621141938	0	0.423863070959631	0	0	0	40
V0D56W_1_chr11_chr11-78894856-134944160-gain	0.0170322691704915	0.111657828799927	0.636667523160801	0.158240932859063	0	0.076401446009717	0	0	115
V0D58T_1_chr11_chr11-64060976-122535611-gain	0.0295993957544869	0.0994620922071256	0.48675265917813	0	0.150875036736325	0	0.233310816123932	0	117
MMRC023ZBM_2_chr11_chr11-51192870-74620897-gain	0.000000000287880245013161	0	0.763117416187907	0	0	0	0	0.236882583524213	5
V0D56W_2_chr11_chr11-78894856-134944160-gain	0.0749251249404577	0	0.000178742077786135	0.170619202825911	0.698252859982241	0.0560240701736036	0	0	23
V0D58T_2_chr11_chr11-64060976-122535611-gain	0.169879896837744	0	0.287410291709088	0	0.135727023952384	0	0.406982787500783	0	27
V0D56W_1_chr11_chr11-200289-78498697-gain	0.00000119823352669908	0.131480834912605	0.639320642415431	0.229197324438437	0	0	0	0	117
V0D56W_2_chr11_chr11-200289-78498697-gain	0.00686397245199205	0	0.993136027548008	0	0	0	0	0	23
MMRC006BBM_2_chr12_chr12-207857-119440825-gain	0.0108145570357475	0	0.565015819187786	0.367475951662429	0	0.0566936721140376	0	0	61
MMRC006BBM_1_chr12_chr12-207857-119440825-gain	0.00542104567911334	0.351426082611047	0.448822643345938	0	0	0.194330228363902	0	0	514
PD26403_2_chr12_chr12-197129-133801207-LOH	0.115006229277298	0	0.419489810476111	0	0.465503960246591	0	0	0	85
PD26403_1_chr12_chr12-197129-133801207-LOH	0.124538174428771	0	0.709445673204617	0.166016152366612	0	0	0	0	64
MMRC006BBM_1_chr13_chr13-24539866-114986609-LOH	0.0000381991928905395	0.406385659224321	0.369468261060011	0	0	0.224107880522778	0	0	269
V0D577_2_chr13_chr13-19451600-114999838-LOH	0.0495535684528744	0	0.252823670421883	0.258855336133366	0.345727115041567	0.0930403099503086	0	0	95
MMRC006BBM_2_chr13_chr13-24539866-114986609-LOH	0.0445686074344815	0.0515050492962082	0.557667499690066	0.346258843579244	0	0	0	0	67
V0D577_1_chr13_chr13-19451600-114999838-LOH	0.0295026177646733	0.0280279092510137	0.321268684436634	0.284806669951022	0.336394118596657	0	0	0	30
MMRC02G7BM_2_chr13_chr13-19456300-114968298-LOH	0.0000000000000000000000000213203131727916	0.100120650384237	0.431111654895812	0.211329788534713	0.257437906185238	0	0	0	179
MMRC02G7BM_1_chr13_chr13-19456300-114968298-LOH	0.0342165577636882	0	0.191926599856974	0.268353171503151	0.505503670876186	0	0	0	19
V0D583_2_chr13_chr13-30159194-82929031-LOH	0.00000000379519255943804	0.0499321068752354	0.524966187960481	0	0.425101701369091	0	0	0	48
V0D583_1_chr13_chr13-30159194-82929031-LOH	0.0000000000000000000000000124250044629324	0.0674983853857642	0.583968098079362	0.348533516534874	0	0	0	0	9
V0D57H_1_chr14_chr14-20437981-58450902-gain	0.000000000250565837064726	0.0734853881444193	0.362178598519456	0.564336013085559	0	0	0	0	197
MMRC006BBM_3_chr14_chr14-20456825-107289436-gain	0.0000000000000721408676211889	0.103849251925794	0.496662805150163	0.399487942923971	0	0	0	0	66
MMRC006BBM_1_chr14_chr14-20456825-107289436-gain	0.00323928536327749	0.311492741262562	0.49060912634543	0	0	0.19465884702873	0	0	152
MMRC006BBM_2_chr14_chr14-20456825-107289436-gain	0.0363787824865662	0.333753511085984	0.255627836460697	0.236706583413325	0	0.137533286553429	0	0	239
PD26424_2_chr14_chr14-25346317-52239715-gain_2	0.0272357194821176	0.056796329916822	0.105866446591605	0.235386055114368	0.574715448895087	0	0	0	35
PD26424_1_chr14_chr14-25346317-52239715-gain_2	0.0619656412185225	0.212210198477987	0.257703384923261	0.199367760757736	0.268753014622493	0	0	0	86
V0D57H_2_chr14_chr14-20437981-58450902-gain	0.0000000000000000000000000166773993047435	0.162295935109496	0.00000470633561244863	0.359022234610423	0.478677123944469	0	0	0	11
V0D57H_1_chr14_chr14-74810242-103874803-gain	0.0000963154224813646	0.070984296604358	0.520230787490571	0.40868860048259	0	0	0	0	128
PD26423_2_chr14_chr14-20425051-107289436-gain	0.0521065998309188	0	0.724665396148169	0.223228004020912	0	0	0	0	58
PD26423_1_chr14_chr14-20425051-107289436-gain	0.105606688207215	0.0615452680838376	0.422063034299817	0.214815185867108	0	0	0	0.195969823542023	55
V0D57H_2_chr14_chr14-74810242-103874803-gain	3.46734367171854e-173	0	0.0336102589432856	0.20539075578735	0.760998985269364	0	0	0	6
PD26424_1_chr14_chr14-81035446-107267719-gain_2	0.00195129307447965	0.0723889769211907	0.463883239733214	0	0.461776490271115	0	0	0	74
PD26424_2_chr14_chr14-81035446-107267719-gain_2	2.60198725717988e-74	0	0.187199955343478	0	0.812800044656522	0	0	0	16
PD26423_3_chr14_chr14-20425051-107289436-gain	0.0000000800233718855324	0	0.999999919976628	0	0	0	0	0	2
MMRC023ZBM_1_chr15_chr15-20001774-102431166-gain	0.0492032629042755	0.0347889757239331	0.206156116455603	0.185042543082914	0.172747236120105	0	0	0.35206186571317	259
PD26429_1_chr15_chr15-20001861-102327049-gain	0.0502598263196704	0.0461698434359015	0.903570330244428	0	0	0	0	0	115
PD26429_2_chr15_chr15-20001861-102327049-gain	0.0975810856568921	0	0.128966206306066	0	0.773452708037042	0	0	0	21
MMRC01Q1BM_1_chr15_chr15-42245652-102403326-gain	0.0850602104501237	0.0484738017251141	0.638897362095034	0	0.227568625729728	0	0	0	83
PD26403_1_chr15_chr15-20037601-102431166-gain	0.0661828487517312	0	0.602175872032772	0.183195645850313	0.148445633365185	0	0	0	103
V0D58T_1_chr15_chr15-20010372-102431166-gain	0.0483890842841898	0.0331669515172452	0.424806784557564	0	0.13527078162674	0	0.205090237755197	0.153276160259063	179
PD26409_1_chr15_chr15-20001774-102379950-gain	0.0379200078548648	0	0.743521796125911	0	0.218558196019224	0	0	0	91
MMRC01Q1BM_2_chr15_chr15-42245652-102403326-gain	0.0223947451059737	0	0.353941397167756	0	0.623663857726271	0	0	0	31
MMRC00GABM_2_chr15_chr15-20001774-102431166-gain_2	0.049490188337246	0	0.797777070325411	0	0.152732741337343	0	0	0	47
PD26408_2_chr15_chr15-20001774-102431166-gain	0.0625668221990931	0	0.690641287652351	0.246791890148556	0	0	0	0	37
PD26409_2_chr15_chr15-20001774-102379950-gain	0.112962413632833	0	0.452063599004291	0.14963905842118	0.285334928941696	0	0	0	19
MMRC00GABM_1_chr15_chr15-20001774-102431166-gain_2	0.0259147819339081	0.147652699653931	0.209413101227989	0.21518622355192	0.401833193632252	0	0	0	22
MMRC00GABM_3_chr15_chr15-20001774-102431166-gain_2	0.131856427376033	0	0.708694536064003	0	0.159449036559963	0	0	0	27
PD26403_2_chr15_chr15-20037601-102431166-gain	0.219010963462552	0	0.524820644300487	0	0.256168392236962	0	0	0	28
MMRC023ZBM_2_chr15_chr15-20001774-102431166-gain	0.255640274184269	0	0.418461658618166	0	0.325898067197565	0	0	0	12
V0D58T_2_chr15_chr15-20010372-102431166-gain	0.171453906160758	0	0.592639418457417	0	0.235906675381825	0	0	0	19
PD26411_1_chr15_chr15-20061079-102431166-gain	0.0626617179456095	0.0295846760375098	0.549975259510487	0	0.245544829351318	0	0	0.112233517155075	61
PD26419_1_chr15_chr15-60664843-89764620-gain	0.0663858229093746	0.155544063175745	0.552542025661791	0	0	0.225528088253089	0	0	61
PD26419_2_chr15_chr15-60664843-89764620-gain	0.0000000000000347957843550616	0	0.727841538951502	0	0	0.272158461048463	0	0	7
PD26411_2_chr15_chr15-20061079-102431166-gain	0.130682618882437	0.114037313403845	0.263479999084789	0.491800068628929	0	0	0	0	15
V0D56W_1_chr15_chr15-20001712-102330356-gain	0.0217433916367834	0.118520137162663	0.595409417303503	0	0.16794451594153	0.0963825379555206	0	0	121
PD26408_1_chr15_chr15-20001774-102431166-gain	0.116514703472559	0	0.392038763454706	0.344650140329585	0.14679639274315	0	0	0	42
PD26407_2_chr15_chr15-20001712-102431166-gain	0.0642191410781893	0	0.65453234081568	0.281248518106131	0	0	0	0	14
V0D57M_1_chr15_chr15-20061338-87729272-gain	0.127810680062793	0.07493397573122	0.66753767739287	0.129717666813117	0	0	0	0	92
PD26407_1_chr15_chr15-20001712-102431166-gain	0.0216076773834383	0	0.978392322616562	0	0	0	0	0	39
V0D56W_2_chr15_chr15-20001712-102330356-gain	0.00697981708418845	0	0.993020182915812	0	0	0	0	0	7
V0D57M_2_chr15_chr15-20061338-87729272-gain	0.0889463633160353	0	0.20362552588831	0.265940952192082	0.441487158603573	0	0	0	31
MMRC006BBM_1_chr16_chr16-46503160-89998957-LOH	0.00659725477963245	0.338670819870224	0.436179358380053	0	0	0.21855256697009	0	0	128
PD26400_2_chr16_chr16-35043157-90165964-LOH	0.000000000000000000000000000000000444683504914545	0	0.442790237922541	0.202792850381138	0.354416911696321	0	0	0	41
MMRC006BBM_1_chr16_chr16-13401761-35272667-gain	0.00000151457574556224	0.314880455560137	0.50880588595206	0	0	0.176312143912057	0	0	76
PD26429_1_chr16_chr16-34204266-90166109-LOH	0.0793391968573249	0.128477998463793	0.792182804678882	0	0	0	0	0	33
MMRC006BBM_2_chr16_chr16-46503160-89998957-LOH	0.200159279680908	0	0.665290063809399	0	0	0.134550656509693	0	0	31
PD26429_2_chr16_chr16-34204266-90166109-LOH	0.0402893948891243	0	0.959710605110876	0	0	0	0	0	19
MMRC006BBM_2_chr16_chr16-13401761-35272667-gain	0.126536577630068	0	0.873463422369932	0	0	0	0	0	8
PD26400_1_chr16_chr16-35043157-90165964-LOH	0.0000412261251303652	0	0.99995877387487	0	0	0	0	0	9
MMRC0244BM_1_chr17_chr17-11474901-79998834-gain	0.0858242908275555	0	0.690700781693224	0	0.22347492747922	0	0	0	61
V0D56W_1_chr17_chr17-42168214-79936986-gain	0.109666938667818	0	0.890333061332182	0	0	0	0	0	25
MMRC0244BM_2_chr17_chr17-11474901-79998834-gain	0.207265058781707	0	0.0708915353150148	0	0.721843405903279	0	0	0	30
V0D57M_2_chr17_chr17-43437346-79998898-gain	0.050806368357077	0	0.543958938655717	0	0.405234692987206	0	0	0	30
V0D57M_1_chr17_chr17-43437346-79998898-gain	0.000000000590558590299787	0	0.636812814228232	0.363187185181209	0	0	0	0	32
V0D56W_2_chr17_chr17-42168214-79936986-gain	0.249133068898381	0	0.66656628999752	0	0	0.0843006411040992	0	0	25
MMRC006BBM_1_chr18_chr18-11715949-78017073-gain	0.000120043081266156	0.34270024703973	0.54551401171342	0	0	0.111665698165584	0	0	262
MMRC006BBM_2_chr18_chr18-11715949-78017073-gain	0.0923075022757138	0.164478938766383	0.327514111694749	0.320447300614999	0	0.0952521466481558	0	0	96
PD26424_1_chr18_chr18-125371-78014614-gain	0.0156307050715962	0.104792431430099	0.490645056222179	0	0.388931807276126	0	0	0	238
PD26424_2_chr18_chr18-125371-78014614-gain	0.0310454720354986	0.0585172783050988	0.050219086085496	0	0.860218163573907	0	0	0	75
PD26400_2_chr18_chr18-125371-77972066-gain	0.0259207393998232	0	0.328971550409454	0	0.645107710190723	0	0	0	46
PD26400_1_chr18_chr18-125371-77972066-gain	0.0344840243298599	0.0379332770112119	0.423795366256151	0.259074011377713	0.244713321025063	0	0	0	171
V0D57H_1_chr18_chr18-52635827-78014582-gain	0.0217135335998497	0.0930391872539042	0.194404134294302	0.543066358857095	0.147776785994849	0	0	0	115
V0D57H_2_chr18_chr18-52635827-78014582-gain	0.00000000000000000000160096060651978	0.0411605713497355	0.643484043082893	0.315355385567372	0	0	0	0	26
PD26412_1_chr18_chr18-125371-78001550-gain_2	0.00557377336181304	0	0.290659852348322	0.346957789237861	0.356808585052004	0	0	0	61
PD26412_3_chr18_chr18-125371-78001550-gain_2	0.150146795268886	0	0.126008298613112	0.18444782940666	0.539397076711342	0	0	0	46
PD26412_2_chr18_chr18-125371-78001550-gain_2	0.100554465348375	0	0.000151933197852414	0	0.899293601453773	0	0	0	9
PD26432_1_chr19_chr19-226776-59097308-gain_2	0.0854440627886498	0	0.571006459181236	0.154542411744926	0.189007066285189	0	0	0	51
PD26429_1_chr19_chr19-226776-36129202-gain	0.066291508471233	0.0765860235358329	0.857122467992934	0	0	0	0	0	49
PD26432_2_chr19_chr19-226776-59097308-gain_2	0.00146185651996807	0	0.429326549947761	0.128744375050066	0.440467218482205	0	0	0	30
PD26403_2_chr19_chr19-226776-59096950-gain	0.213837827590775	0	0.313388878134204	0	0.472773294275021	0	0	0	17
PD26435_1_chr19_chr19-240646-50291947-gain	0.0258932054281086	0.0466772582489849	0.546352340709227	0.38107719561368	0	0	0	0	87
PD26403_1_chr19_chr19-226776-59096950-gain	0.149738416305198	0	0.564762321057234	0.285499262637568	0	0	0	0	56
PD26429_2_chr19_chr19-226776-36129202-gain	0.941722211023195	0	0.0582777889768055	0	0	0	0	0	4
PD26435_2_chr19_chr19-240646-50291947-gain	0.115570838704733	0	0.664070813585038	0	0.220358347710229	0	0	0	8
PD26400_1_chr19_chr19-226776-59097308-gain	0.152912778918095	0.0543320260595789	0.631334515636243	0.161420679386083	0	0	0	0	73
MMRC023ZBM_1_chr19_chr19-3872925-49276287-gain	0.044327701429278	0.0281514765459993	0.414671455831905	0	0	0	0	0.512849366192817	107
PD26400_2_chr19_chr19-226776-59097308-gain	0.176389679820498	0.0677490821359739	0.755861238043528	0	0	0	0	0	18
PD26416_1_chr19_chr19-226776-59091928-gain	0.119854782088368	0.0553128145950291	0.436655970729081	0	0	0	0.388176432587522	0	53
V0D56W_1_chr19_chr19-245631-57828896-gain	0.0204682208210538	0.189944668426984	0.789587110751962	0	0	0	0	0	57
PD26416_2_chr19_chr19-226776-59091928-gain	0.388047588774005	0	0.216770946597525	0	0.39518146462847	0	0	0	5
PD26426_1_chr19_chr19-245631-24512429-gain	0.153236022309811	0	0.599161827478966	0.247602150211222	0	0	0	0	67
V0D56W_2_chr19_chr19-245631-57828896-gain	0.0852134977411714	0.089286078189625	0.825500424069204	0	0	0	0	0	12
PD26426_2_chr19_chr19-245631-24512429-gain	0.0491172317175457	0	0.950882768282454	0	0	0	0	0	6
MMRC023ZBM_2_chr19_chr19-3872925-49276287-gain	0.305268419412481	0	0.694731580587519	0	0	0	0	0	7
MMRC01Q1BM_2_chr19_chr19-253613-58913444-gain	0.0772862456334878	0	0.709048314728072	0	0.21366543963844	0	0	0	31
MMRC01Q1BM_1_chr19_chr19-253613-58913444-gain	0.0575852995798823	0	0.712744925455927	0.229669774964191	0	0	0	0	41
PD26404_1_chr19_chr19-158847-59091717-gain	0.188428305884866	0.0882109535929972	0.723360740522137	0	0	0	0	0	55
PD26404_2_chr19_chr19-158847-59091717-gain	0.172048572229383	0	0.827951427770617	0	0	0	0	0	10
PD26424_2_chr19_chr19-226776-59098064-gain	0	0	0.00133194245393389	0.425326447754863	0.573341609791203	0	0	0	10
PD26424_1_chr19_chr19-226776-59098064-gain	0.104734286483252	0	0.605171053409365	0.115162833416035	0.174931826691348	0	0	0	47
MMRC0244BM_1_chr2_chr2-15959-136135923-gain	0.0460699653997265	0	0.577780467036328	0	0.376149567563945	0	0	0	177
MMRC0244BM_2_chr2_chr2-15959-136135923-gain	0.081980982305909	0	0.391617276867047	0	0.526401740827044	0	0	0	107
PD26412_2_chr2_chr2-76530-242955595-gain	0.0717888216289537	0	0.459934191088344	0	0.468276987282702	0	0	0	179
MMRC006BBM_1_chr2_chr2-112445214-163761480-gain	0.0187566520731218	0.319842599017395	0.319415008521066	0.175654548606525	0	0.166331191781891	0	0	259
PD26423_1_chr2_chr2-69965642-242957431-gain	0.0195967957036848	0.0494560002384732	0.703654524169062	0	0	0	0.22729267988878	0	187
PD26412_1_chr2_chr2-76530-242955595-gain	0.0402959279607219	0.0741091401412615	0.66546531437028	0.220129617527736	0	0	0	0	44
MMRC006BBM_1_chr2_chr2-163761591-201793113-gain_2	0.00828318736327337	0.335928134613974	0.416221803980108	0	0	0.239566874042645	0	0	229
MMRC006BBM_2_chr2_chr2-112445214-163761480-gain	0.100362431519595	0.0790032841297092	0.470125797129508	0.304651518307344	0	0.0458569689138437	0	0	35
PD26423_2_chr2_chr2-69965642-242957431-gain	0.0869465653966287	0	0.50388699088479	0	0.409166443718581	0	0	0	70
MMRC006BBM_2_chr2_chr2-163761591-201793113-gain_2	0.194952126895691	0.240340120150271	0.164984318686699	0.399723434267339	0	0	0	0	16
MMRC006BBM_1_chr20_chr20-29945077-62915231-gain	0.0656412461961517	0.233203278850569	0.43115824647047	0	0	0.269997228482809	0	0	128
MMRC006BBM_2_chr20_chr20-29945077-62915231-gain	0.0510938321703337	0.101330560597561	0.560683997771034	0.113033215082783	0	0.173858394378289	0	0	15
